ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Cost_price,Profit,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled,,,
S00123702,SP20,P14,G5,17-Apr-24,7602.75,363,Delivered,20.94,5268.66,2334.09,30.7,Sahaj Jonnalagadda,Jucies,White Choc,Other,Australia,APAC,6.43,0,,,
S00123711,SP20,P01,G4,31-Jan-24,13452.75,539,Delivered,24.96,10617.61,2835.14,21.07,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,New Zealand,APAC,5.26,0,,,
S00123724,SP20,P01,G3,27-Jan-25,9081,433,Shipped,20.97,6803.42,2277.58,25.08,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,Canada,Americas,5.26,0,,,
S00123732,SP20,P01,G1,31-Dec-24,3147.75,122,Delivered,25.8,2506.03,641.72,20.39,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,India,APAC,5.26,0,,,
S00123737,SP20,P01,G2,13-Dec-23,3820.5,192,Delivered,19.9,2810.58,1009.92,26.43,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,USA,Americas,5.26,0,,,
S00123744,SP20,P01,G5,23-Jun-23,744.75,40,Delivered,18.62,534.35,210.4,28.25,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00123748,SP20,P01,G1,21-Feb-25,4689,204,Shipped,22.99,3615.96,1073.04,22.88,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,India,APAC,5.26,0,,,
S00123755,SP20,P01,G4,03-Nov-23,8878.5,444,Delivered,20,6543.06,2335.44,26.3,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,New Zealand,APAC,5.26,0,,,
S00123757,SP20,P01,G5,07-Aug-24,1140.75,61,Delivered,18.7,819.89,320.86,28.13,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00123758,SP20,P01,G5,05-Mar-25,7389,389,Placed,18.99,5342.86,2046.14,27.69,Sahaj Jonnalagadda,Jucies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00123763,SP20,P06,G1,23-Jan-25,670.5,75,Shipped,8.94,197.25,473.25,70.58,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,India,APAC,6.31,0,,,
S00123764,SP20,P06,G2,13-Aug-24,11418.75,1269,Delivered,9,3411.36,8007.39,70.12,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,USA,Americas,6.31,0,,,
S00123769,SP20,P06,G4,09-Aug-23,4198.5,525,Cancelled,8,885.75,3312.75,78.9,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,New Zealand,APAC,6.31,1,,,
S00123773,SP20,P06,G6,24-Jan-23,5602.5,401,Delivered,13.97,3072.19,2530.31,45.16,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,UK,Europe,6.31,0,,,
S00123796,SP20,P06,G4,07-Jun-24,9333,1334,Delivered,7,915.46,8417.54,90.19,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,New Zealand,APAC,6.31,0,,,
S00123798,SP20,P06,G5,31-Jan-25,6774.75,753,Shipped,9,2023.32,4751.43,70.13,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,Australia,APAC,6.31,0,,,
S00123800,SP20,P06,G5,20-Mar-23,2045.25,205,Delivered,9.98,751.7,1293.55,63.25,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,Australia,APAC,6.31,0,,,
S00123801,SP20,P06,G6,29-Jan-25,958.5,69,Shipped,13.89,523.11,435.39,45.42,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,UK,Europe,6.31,0,,,
S00123810,SP20,P06,G4,23-Jan-25,8775,975,Shipped,9,2622.75,6152.25,70.11,Sahaj Jonnalagadda,Jucies,Eclairs,Bites,New Zealand,APAC,6.31,0,,,
S00123816,SP20,P19,G1,19-Jan-24,14818.5,593,Delivered,24.99,11829.78,2988.72,20.17,Sahaj Jonnalagadda,Jucies,70% Dark Bites,Bites,India,APAC,5.04,0,,,
S00123829,SP20,P19,G6,23-Oct-23,8277.75,360,Delivered,22.99,6463.35,1814.4,21.92,Sahaj Jonnalagadda,Jucies,70% Dark Bites,Bites,UK,Europe,5.04,0,,,
S00123833,SP20,P19,G1,14-Oct-24,2295,96,Delivered,23.91,1811.16,483.84,21.08,Sahaj Jonnalagadda,Jucies,70% Dark Bites,Bites,India,APAC,5.04,0,,,
S00123845,SP20,P19,G1,26-Mar-25,4943.25,236,Placed,20.95,3753.81,1189.44,24.06,Sahaj Jonnalagadda,Jucies,70% Dark Bites,Bites,India,APAC,5.04,0,,,
S00123874,SP20,P19,G1,20-Jan-23,544.5,26,Delivered,20.94,413.46,131.04,24.07,Sahaj Jonnalagadda,Jucies,70% Dark Bites,Bites,India,APAC,5.04,0,,,
S00123889,SP20,P15,G1,04-Jan-23,1446.75,132,Delivered,10.96,-191.37,1638.12,113.23,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,India,APAC,12.41,0,,,
S00123890,SP20,P15,G2,02-Aug-23,3865.5,277,Delivered,13.95,427.93,3437.57,88.93,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,USA,Americas,12.41,0,,,
S00123902,SP20,P15,G1,01-Nov-24,1062,67,Delivered,15.85,230.53,831.47,78.29,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,India,APAC,12.41,0,,,
S00123903,SP20,P15,G1,21-Jul-23,501.75,51,Delivered,9.84,-131.16,632.91,126.14,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,India,APAC,12.41,0,,,
S00123912,SP20,P15,G5,05-Jan-24,4425.75,341,Delivered,12.98,193.94,4231.81,95.62,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,Australia,APAC,12.41,0,,,
S00123914,SP20,P15,G1,02-Aug-24,9344.25,935,Delivered,9.99,-2259.1,11603.35,124.18,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,India,APAC,12.41,0,,,
S00123917,SP20,P15,G1,07-Oct-24,5584.5,350,Delivered,15.96,1241,4343.5,77.78,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,India,APAC,12.41,0,,,
S00123925,SP20,P15,G5,27-Jan-25,12105,932,Shipped,12.99,538.88,11566.12,95.55,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,Australia,APAC,12.41,0,,,
S00123932,SP20,P15,G2,18-Dec-24,652.5,47,Delivered,13.88,69.23,583.27,89.39,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,USA,Americas,12.41,0,,,
S00123949,SP20,P15,G4,20-Nov-24,4596.75,418,Delivered,11,-590.63,5187.38,112.85,Sahaj Jonnalagadda,Jucies,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0,,,
S00123964,SP20,P11,G4,01-Jan-24,522,48,Delivered,10.88,30.96,491.04,94.07,Sahaj Jonnalagadda,Jucies,After Nines,Bites,New Zealand,APAC,10.23,0,,,
S00123982,SP20,P11,G5,24-Apr-24,2326.5,194,Delivered,11.99,341.88,1984.62,85.3,Sahaj Jonnalagadda,Jucies,After Nines,Bites,Australia,APAC,10.23,0,,,
S00123992,SP20,P11,G4,12-Jun-23,3471.75,290,Delivered,11.97,505.05,2966.7,85.45,Sahaj Jonnalagadda,Jucies,After Nines,Bites,New Zealand,APAC,10.23,0,,,
S00123998,SP20,P11,G1,25-Jul-23,2166.75,217,Delivered,9.99,-53.16,2219.91,102.45,Sahaj Jonnalagadda,Jucies,After Nines,Bites,India,APAC,10.23,0,,,
S00124000,SP20,P11,G1,25-Jul-23,1575,225,Delivered,7,-726.75,2301.75,146.14,Sahaj Jonnalagadda,Jucies,After Nines,Bites,India,APAC,10.23,0,,,
S00124001,SP20,P11,G1,03-Oct-24,1833.75,184,Delivered,9.97,-48.57,1882.32,102.65,Sahaj Jonnalagadda,Jucies,After Nines,Bites,India,APAC,10.23,0,,,
S00124011,SP20,P11,G6,16-Feb-23,4000.5,445,Delivered,8.99,-551.85,4552.35,113.79,Sahaj Jonnalagadda,Jucies,After Nines,Bites,UK,Europe,10.23,0,,,
S00124021,SP20,P10,G4,17-Nov-23,5967,332,Delivered,17.97,3237.96,2729.04,45.74,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,New Zealand,APAC,8.22,0,,,
S00124024,SP20,P10,G5,08-Oct-24,3946.5,282,Delivered,13.99,1628.46,2318.04,58.74,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,Australia,APAC,8.22,0,,,
S00124028,SP20,P10,G1,26-Sep-23,5258.25,329,Delivered,15.98,2553.87,2704.38,51.43,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,India,APAC,8.22,0,,,
S00124030,SP20,P10,G2,25-Jan-23,7116.75,375,Delivered,18.98,4034.25,3082.5,43.31,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,USA,Americas,8.22,0,,,
S00124044,SP20,P10,G2,28-Feb-25,5755.5,384,Cancelled,14.99,2599.02,3156.48,54.84,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,USA,Americas,8.22,1,,,
S00124051,SP20,P10,G5,02-Aug-24,6311.25,526,Delivered,12,1987.53,4323.72,68.51,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,Australia,APAC,8.22,0,,,
S00124052,SP20,P10,G5,07-Oct-24,6705,479,Delivered,14,2767.62,3937.38,58.72,Sahaj Jonnalagadda,Jucies,Spicy Special Slims,Bites,Australia,APAC,8.22,0,,,
S00124076,SP20,P04,G4,22-Oct-24,2328.75,98,Delivered,23.76,1951.45,377.3,16.2,Sahaj Jonnalagadda,Jucies,Raspberry Choco,Bars,New Zealand,APAC,3.85,0,,,
S00124077,SP20,P04,G4,29-Nov-24,6790.5,235,Delivered,28.9,5885.75,904.75,13.32,Sahaj Jonnalagadda,Jucies,Raspberry Choco,Bars,New Zealand,APAC,3.85,0,,,
S00124090,SP20,P04,G4,13-Feb-25,1413,57,Shipped,24.79,1193.55,219.45,15.53,Sahaj Jonnalagadda,Jucies,Raspberry Choco,Bars,New Zealand,APAC,3.85,0,,,
S00124102,SP20,P04,G3,25-Dec-23,150.75,7,Delivered,21.54,123.8,26.95,17.88,Sahaj Jonnalagadda,Jucies,Raspberry Choco,Bars,Canada,Americas,3.85,0,,,
S00124146,SP20,P16,G4,02-Oct-23,2958.75,148,Delivered,19.99,1542.39,1416.36,47.87,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0,,,
S00124154,SP20,P16,G1,06-Oct-23,9733.5,464,Delivered,20.98,5293.02,4440.48,45.62,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00124157,SP20,P16,G2,02-Aug-24,2378.25,100,Delivered,23.78,1421.25,957,40.24,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,USA,Americas,9.57,0,,,
S00124162,SP20,P16,G5,16-Jan-24,4880.25,222,Delivered,21.98,2755.71,2124.54,43.53,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,Australia,APAC,9.57,0,,,
S00124163,SP20,P16,G5,28-Aug-23,1775.25,69,Delivered,25.73,1114.92,660.33,37.2,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,Australia,APAC,9.57,0,,,
S00124167,SP20,P16,G1,02-Jul-24,5202,248,Delivered,20.98,2828.64,2373.36,45.62,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00124168,SP20,P16,G1,23-May-24,11695.5,532,Delivered,21.98,6604.26,5091.24,43.53,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00124192,SP20,P16,G5,14-Jan-25,4623.75,172,Shipped,26.88,2977.71,1646.04,35.6,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,Australia,APAC,9.57,0,,,
S00124194,SP20,P16,G1,09-Jan-24,1712.25,69,Delivered,24.82,1051.92,660.33,38.57,Sahaj Jonnalagadda,Jucies,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00124217,SP20,P21,G4,28-Nov-24,697.5,44,Delivered,15.85,551.42,146.08,20.94,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0,,,
S00124221,SP20,P21,G6,18-Jul-24,4743,216,Delivered,21.96,4025.88,717.12,15.12,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,UK,Europe,3.32,0,,,
S00124233,SP20,P21,G5,29-Nov-23,9096.75,455,Delivered,19.99,7586.15,1510.6,16.61,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,Australia,APAC,3.32,0,,,
S00124243,SP20,P21,G4,07-Feb-23,571.5,26,Delivered,21.98,485.18,86.32,15.1,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0,,,
S00124247,SP20,P21,G5,27-Sep-23,7681.5,350,Delivered,21.95,6519.5,1162,15.13,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,Australia,APAC,3.32,0,,,
S00124260,SP20,P21,G5,05-Jan-23,7535.25,377,Delivered,19.99,6283.61,1251.64,16.61,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,Australia,APAC,3.32,0,,,
S00124262,SP20,P21,G5,15-Dec-23,425.25,23,Delivered,18.49,348.89,76.36,17.96,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,Australia,APAC,3.32,0,,,
S00124274,SP20,P21,G5,27-Feb-23,909,54,Cancelled,16.83,729.72,179.28,19.72,Sahaj Jonnalagadda,Jucies,Choco Coated Almonds,Bites,Australia,APAC,3.32,1,,,
S00124299,SP20,P05,G4,08-May-23,12120.75,578,Delivered,20.97,8814.59,3306.16,27.28,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0,,,
S00124309,SP20,P05,G1,16-Jan-24,6720.75,281,Delivered,23.92,5113.43,1607.32,23.92,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,India,APAC,5.72,0,,,
S00124312,SP20,P05,G3,16-Feb-23,2956.5,129,Delivered,22.92,2218.62,737.88,24.96,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,Canada,Americas,5.72,0,,,
S00124313,SP20,P05,G4,27-May-24,4945.5,225,Delivered,21.98,3658.5,1287,26.02,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0,,,
S00124319,SP20,P05,G6,12-Feb-24,9679.5,440,Delivered,22,7162.7,2516.8,26,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,UK,Europe,5.72,0,,,
S00124320,SP20,P05,G1,26-Feb-25,9193.5,460,Shipped,19.99,6562.3,2631.2,28.62,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,India,APAC,5.72,0,,,
S00124321,SP20,P05,G1,31-Oct-23,7308,333,Delivered,21.95,5403.24,1904.76,26.06,Sahaj Jonnalagadda,Jucies,Mint Chip Choco,Bars,India,APAC,5.72,0,,,
S00124336,SP20,P12,G1,16-Feb-23,7076.25,337,Delivered,21,5478.87,1597.38,22.57,Sahaj Jonnalagadda,Jucies,Fruit & Nut Bars,Bars,India,APAC,4.74,0,,,
S00124354,SP20,P12,G3,07-May-24,6448.5,258,Delivered,24.99,5225.58,1222.92,18.96,Sahaj Jonnalagadda,Jucies,Fruit & Nut Bars,Bars,Canada,Americas,4.74,0,,,
S00124357,SP20,P12,G4,22-Jan-24,8705.25,363,Delivered,23.98,6984.63,1720.62,19.77,Sahaj Jonnalagadda,Jucies,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0,,,
S00124361,SP20,P12,G6,26-Jul-24,6684.75,352,Delivered,18.99,5016.27,1668.48,24.96,Sahaj Jonnalagadda,Jucies,Fruit & Nut Bars,Bars,UK,Europe,4.74,0,,,
S00124366,SP20,P12,G2,17-Jun-24,7938,441,Delivered,18,5847.66,2090.34,26.33,Sahaj Jonnalagadda,Jucies,Fruit & Nut Bars,Bars,USA,Americas,4.74,0,,,
S00124376,SP20,P03,G1,23-Feb-24,942.75,45,Delivered,20.95,711,231.75,24.58,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124377,SP20,P03,G1,06-Feb-23,2810.25,118,Delivered,23.82,2202.55,607.7,21.62,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124379,SP20,P03,G1,11-Aug-23,9267.75,442,Delivered,20.97,6991.45,2276.3,24.56,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124392,SP20,P03,G1,03-Apr-23,6916.5,315,Delivered,21.96,5294.25,1622.25,23.45,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124400,SP20,P03,G5,09-Feb-23,578.25,26,Delivered,22.24,444.35,133.9,23.16,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00124410,SP20,P03,G3,02-Jan-24,2583,123,Delivered,21,1949.55,633.45,24.52,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,Canada,Americas,5.15,0,,,
S00124412,SP20,P03,G4,25-Sep-23,6522.75,311,Delivered,20.97,4921.1,1601.65,24.55,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,New Zealand,APAC,5.15,0,,,
S00124419,SP20,P03,G1,12-Dec-23,573.75,29,Delivered,19.78,424.4,149.35,26.03,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124421,SP20,P03,G1,10-Dec-24,12701.25,669,Delivered,18.99,9255.9,3445.35,27.13,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124428,SP20,P03,G5,01-Dec-23,1703.25,95,Delivered,17.93,1214,489.25,28.72,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00124430,SP20,P03,G5,13-Feb-24,2027.25,85,Delivered,23.85,1589.5,437.75,21.59,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00124435,SP20,P03,G1,04-Jan-23,5622.75,256,Delivered,21.96,4304.35,1318.4,23.45,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00124442,SP20,P03,G5,31-Jul-24,2452.5,107,Delivered,22.92,1901.45,551.05,22.47,Sahaj Jonnalagadda,Jucies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00124475,SP20,P22,G1,04-Oct-24,7231.5,290,Delivered,24.94,6463,768.5,10.63,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00124479,SP20,P22,G2,08-May-24,4268.25,143,Delivered,29.85,3889.3,378.95,8.88,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,USA,Americas,2.65,0,,,
S00124483,SP20,P22,G4,21-Nov-23,2409.75,93,Delivered,25.91,2163.3,246.45,10.23,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00124486,SP20,P22,G5,06-Nov-24,1777.5,60,Delivered,29.63,1618.5,159,8.95,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0,,,
S00124487,SP20,P22,G6,01-Nov-23,6642,266,Delivered,24.97,5937.1,704.9,10.61,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,UK,Europe,2.65,0,,,
S00124496,SP20,P22,G4,19-Jun-23,6486.75,232,Delivered,27.96,5871.95,614.8,9.48,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00124498,SP20,P22,G5,12-Mar-24,7654.5,264,Delivered,28.99,6954.9,699.6,9.14,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0,,,
S00124504,SP20,P22,G1,08-Jul-24,5629.5,195,Delivered,28.87,5112.75,516.75,9.18,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00124521,SP20,P22,G2,06-Mar-23,5141.25,191,Delivered,26.92,4635.1,506.15,9.84,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,USA,Americas,2.65,0,,,
S00124527,SP20,P22,G5,21-Apr-23,5517,205,Delivered,26.91,4973.75,543.25,9.85,Sahaj Jonnalagadda,Jucies,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0,,,
S00124534,SP20,P07,G2,10-Aug-23,5073.75,423,Delivered,11.99,869.13,4204.62,82.87,Sahaj Jonnalagadda,Jucies,Drinking Coco,Other,USA,Americas,9.94,0,,,
S00124539,SP20,P07,G4,29-Oct-24,12053.25,1005,Delivered,11.99,2063.55,9989.7,82.88,Sahaj Jonnalagadda,Jucies,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00124550,SP20,P07,G3,13-May-24,3417.75,180,Delivered,18.99,1628.55,1789.2,52.35,Sahaj Jonnalagadda,Jucies,Drinking Coco,Other,Canada,Americas,9.94,0,,,
S00124552,SP20,P07,G4,30-Jan-24,1800,100,Delivered,18,806,994,55.22,Sahaj Jonnalagadda,Jucies,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00124556,SP20,P07,G5,25-Nov-24,2459.25,137,Delivered,17.95,1097.47,1361.78,55.37,Sahaj Jonnalagadda,Jucies,Drinking Coco,Other,Australia,APAC,9.94,0,,,
S00124590,SP20,P17,G2,31-Jan-24,18218.25,829,Delivered,21.98,11229.78,6988.47,38.36,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0,,,
S00124591,SP20,P17,G2,25-Jan-23,6207.75,270,Delivered,22.99,3931.65,2276.1,36.67,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0,,,
S00124601,SP20,P17,G1,12-Jul-24,765,32,Delivered,23.91,495.24,269.76,35.26,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0,,,
S00124604,SP20,P17,G2,07-Nov-24,4542.75,163,Delivered,27.87,3168.66,1374.09,30.25,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0,,,
S00124606,SP20,P17,G3,13-Dec-23,14724,526,Delivered,27.99,10289.82,4434.18,30.12,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,0,,,
S00124609,SP20,P17,G4,21-Jan-25,38.25,2,Shipped,19.13,21.39,16.86,44.08,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0,,,
S00124615,SP20,P17,G1,17-Dec-24,14719.5,614,Delivered,23.97,9543.48,5176.02,35.16,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0,,,
S00124630,SP20,P17,G1,10-Jul-24,13297.5,532,Delivered,25,8812.74,4484.76,33.73,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0,,,
S00124634,SP20,P17,G3,21-Feb-25,8658,299,Shipped,28.96,6137.43,2520.57,29.11,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,0,,,
S00124640,SP20,P17,G5,04-Dec-24,16083,596,Delivered,26.98,11058.72,5024.28,31.24,Sahaj Jonnalagadda,Jucies,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0,,,
S00124643,SP20,P08,G1,12-Jan-24,3784.5,292,Delivered,12.96,1527.34,2257.16,59.64,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00124647,SP20,P08,G2,15-Feb-23,3867.75,298,Delivered,12.98,1564.21,2303.54,59.56,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,USA,Americas,7.73,0,,,
S00124661,SP20,P08,G2,17-Oct-24,9416.25,942,Delivered,10,2134.59,7281.66,77.33,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,USA,Americas,7.73,0,,,
S00124662,SP20,P08,G3,02-Jul-24,4216.5,422,Delivered,9.99,954.44,3262.06,77.36,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,Canada,Americas,7.73,0,,,
S00124670,SP20,P08,G1,18-Oct-23,3622.5,242,Delivered,14.97,1751.84,1870.66,51.64,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00124691,SP20,P08,G4,19-Feb-24,9706.5,648,Delivered,14.98,4697.46,5009.04,51.61,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0,,,
S00124699,SP20,P08,G1,07-Nov-24,4934.25,329,Delivered,15,2391.08,2543.17,51.54,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00124715,SP20,P08,G1,02-Jul-24,9186.75,836,Delivered,10.99,2724.47,6462.28,70.34,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00124717,SP20,P08,G2,25-Dec-23,13146.75,940,Delivered,13.99,5880.55,7266.2,55.27,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,USA,Americas,7.73,0,,,
S00124718,SP20,P08,G3,04-Sep-23,2940.75,295,Delivered,9.97,660.4,2280.35,77.54,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,Canada,Americas,7.73,0,,,
S00124724,SP20,P08,G5,05-Apr-23,5195.25,433,Delivered,12,1848.16,3347.09,64.43,Sahaj Jonnalagadda,Jucies,99% Dark & Pure,Bars,Australia,APAC,7.73,0,,,
S00124733,SP20,P13,G4,19-Jul-23,7062.75,1009,Delivered,7,-3541.84,10604.59,150.15,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,New Zealand,APAC,10.51,0,,,
S00124740,SP20,P13,G1,16-Aug-24,5069.25,507,Delivered,10,-259.32,5328.57,105.12,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00124743,SP20,P13,G1,26-Dec-23,1469.25,245,Delivered,6,-1105.7,2574.95,175.26,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00124744,SP20,P13,G2,16-Jan-25,11229.75,2246,Shipped,5,-12375.71,23605.46,210.2,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,USA,Americas,10.51,0,,,
S00124751,SP20,P13,G5,30-Jan-24,5163.75,738,Cancelled,7,-2592.63,7756.38,150.21,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,Australia,APAC,10.51,1,,,
S00124754,SP20,P13,G1,29-Aug-23,2531.25,507,Delivered,4.99,-2797.32,5328.57,210.51,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00124765,SP20,P13,G5,26-Feb-25,2720.25,454,Shipped,5.99,-2051.29,4771.54,175.41,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
S00124766,SP20,P13,G5,21-Dec-23,6900.75,1381,Delivered,5,-7613.56,14514.31,210.33,Sahaj Jonnalagadda,Jucies,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
