ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Profit,Cost_price,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled
S00135074,SP22,P05,G1,2024-01-19,4113.0,196,Delivered,20.98,2991.88,1121.12,72.74203744225628,Ponnan Delhi,Tempo,Mint Chip Choco,Bars,India,APAC,5.72,0
S00135075,SP22,P05,G1,2023-12-07,11160.0,532,Delivered,20.98,8116.96,3043.04,72.73261648745519,Ponnan Delhi,Tempo,Mint Chip Choco,Bars,India,APAC,5.72,0
S00135103,SP22,P12,G1,2024-10-16,5737.5,302,Cancelled,19.0,4306.02,1431.48,75.05045751633988,Ponnan Delhi,Tempo,Fruit & Nut Bars,Bars,India,APAC,4.74,1
S00135111,SP22,P12,G5,2025-01-22,10676.25,562,Shipped,19.0,8012.37,2663.88,75.04854232525466,Ponnan Delhi,Tempo,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0
S00135119,SP22,P12,G2,2024-02-12,10899.0,436,Delivered,25.0,8832.36,2066.64,81.03826039086155,Ponnan Delhi,Tempo,Fruit & Nut Bars,Bars,USA,Americas,4.74,0
S00135128,SP22,P03,G1,2023-02-13,5951.25,248,Delivered,24.0,4674.05,1277.2,78.53896240285655,Ponnan Delhi,Tempo,Almond Choco,Bars,India,APAC,5.15,0
S00135134,SP22,P03,G3,2024-09-11,1125.0,49,Delivered,22.96,872.65,252.35,77.56888888888889,Ponnan Delhi,Tempo,Almond Choco,Bars,Canada,Americas,5.15,0
S00135135,SP22,P03,G4,2024-02-14,9441.0,450,Delivered,20.98,7123.5,2317.5,75.45281220209723,Ponnan Delhi,Tempo,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00135146,SP22,P03,G2,2024-04-03,7310.25,349,Cancelled,20.95,5512.9,1797.35,75.4132895591806,Ponnan Delhi,Tempo,Almond Choco,Bars,USA,Americas,5.15,1
S00135150,SP22,P03,G4,2023-12-19,3609.0,157,Delivered,22.99,2800.45,808.55,77.59628706012745,Ponnan Delhi,Tempo,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00135155,SP22,P03,G6,2024-03-13,4155.75,245,Delivered,16.96,2894.0,1261.75,69.63845274619503,Ponnan Delhi,Tempo,Almond Choco,Bars,UK,Europe,5.15,0
S00135156,SP22,P03,G1,2023-07-24,4216.5,222,Delivered,18.99,3073.2,1143.3,72.88509427250088,Ponnan Delhi,Tempo,Almond Choco,Bars,India,APAC,5.15,0
S00135158,SP22,P03,G1,2023-12-13,6484.5,282,Cancelled,22.99,5032.2,1452.3,77.60351607679851,Ponnan Delhi,Tempo,Almond Choco,Bars,India,APAC,5.15,1
S00135159,SP22,P03,G1,2023-01-04,7881.75,438,Delivered,17.99,5626.05,2255.7,71.38072128651632,Ponnan Delhi,Tempo,Almond Choco,Bars,India,APAC,5.15,0
S00135172,SP22,P03,G1,2023-11-16,7413.75,391,Cancelled,18.96,5400.1,2013.65,72.83898162198618,Ponnan Delhi,Tempo,Almond Choco,Bars,India,APAC,5.15,1
S00135181,SP22,P03,G5,2024-11-05,11119.5,484,Delivered,22.97,8626.9,2492.6,77.58352443904852,Ponnan Delhi,Tempo,Almond Choco,Bars,Australia,APAC,5.15,0
S00135182,SP22,P03,G5,2024-07-01,2094.75,100,Delivered,20.95,1579.75,515.0,75.41472729442654,Ponnan Delhi,Tempo,Almond Choco,Bars,Australia,APAC,5.15,0
S00135184,SP22,P03,G1,2023-06-22,12892.5,561,Delivered,22.98,10003.35,2889.15,77.59045956951717,Ponnan Delhi,Tempo,Almond Choco,Bars,India,APAC,5.15,0
S00135209,SP22,P03,G5,2023-05-15,1500.75,63,Delivered,23.82,1176.3,324.45,78.3808095952024,Ponnan Delhi,Tempo,Almond Choco,Bars,Australia,APAC,5.15,0
S00135213,SP22,P22,G1,2024-08-29,1914.75,74,Delivered,25.88,1718.65,196.1,89.7584541062802,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135215,SP22,P22,G1,2024-10-08,9722.25,325,Delivered,29.91,8861.0,861.25,91.14145388156034,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135218,SP22,P22,G3,2024-08-12,10491.75,404,Delivered,25.97,9421.15,1070.6,89.7957919317559,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,Canada,Americas,2.65,0
S00135229,SP22,P22,G1,2024-11-18,5307.75,197,Delivered,26.94,4785.7,522.05,90.16438227120719,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135241,SP22,P22,G1,2023-12-15,1176.75,38,Delivered,30.97,1076.05,100.7,91.44253239855534,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135251,SP22,P22,G5,2023-07-03,3982.5,129,Delivered,30.87,3640.65,341.85,91.41619585687383,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00135255,SP22,P22,G1,2024-09-27,8552.25,276,Delivered,30.99,7820.85,731.4,91.44786459703587,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135256,SP22,P22,G1,2024-08-23,9582.75,343,Delivered,27.94,8673.8,908.95,90.51472698338159,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135261,SP22,P22,G4,2024-01-08,6259.5,216,Delivered,28.98,5687.1,572.4,90.85549964054638,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0
S00135263,SP22,P22,G4,2023-12-14,4371.75,183,Delivered,23.89,3886.8,484.95,88.90718819694631,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0
S00135266,SP22,P22,G5,2024-10-02,5618.25,217,Delivered,25.89,5043.2,575.05,89.76460641658879,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00135268,SP22,P22,G1,2025-01-06,6531.75,242,Shipped,26.99,5890.45,641.3,90.18180426378841,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135269,SP22,P22,G1,2023-03-27,1797.75,58,Delivered,31.0,1644.05,153.7,91.45042414128773,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00135272,SP22,P22,G2,2023-07-06,2713.5,101,Delivered,26.87,2445.85,267.65,90.13635526073337,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,USA,Americas,2.65,0
S00135278,SP22,P22,G5,2024-06-28,4324.5,145,Delivered,29.82,3940.25,384.25,91.11457972019886,Ponnan Delhi,Tempo,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00135282,SP22,P07,G1,2024-11-04,10023.75,669,Delivered,14.98,3373.89,6649.86,33.65895997007108,Ponnan Delhi,Tempo,Drinking Coco,Other,India,APAC,9.94,0
S00135283,SP22,P07,G1,2023-01-09,4356.0,273,Delivered,15.96,1642.38,2713.62,37.7038567493113,Ponnan Delhi,Tempo,Drinking Coco,Other,India,APAC,9.94,0
S00135288,SP22,P07,G3,2023-02-08,1032.75,61,Delivered,16.93,426.41,606.34,41.28879206003389,Ponnan Delhi,Tempo,Drinking Coco,Other,Canada,Americas,9.94,0
S00135300,SP22,P07,G2,2025-02-25,8930.25,638,Shipped,14.0,2588.53,6341.72,28.98608661571625,Ponnan Delhi,Tempo,Drinking Coco,Other,USA,Americas,9.94,0
S00135309,SP22,P07,G6,2023-11-17,9506.25,595,Delivered,15.98,3591.95,5914.3,37.78514135437212,Ponnan Delhi,Tempo,Drinking Coco,Other,UK,Europe,9.94,0
S00135310,SP22,P07,G1,2025-03-12,2360.25,148,Placed,15.95,889.13,1471.12,37.67100942696749,Ponnan Delhi,Tempo,Drinking Coco,Other,India,APAC,9.94,0
S00135320,SP22,P07,G5,2024-11-06,524.25,33,Delivered,15.89,196.23,328.02,37.430615164520745,Ponnan Delhi,Tempo,Drinking Coco,Other,Australia,APAC,9.94,0
S00135321,SP22,P07,G5,2024-12-30,3213.0,230,Delivered,13.97,926.8,2286.2,28.845315904139433,Ponnan Delhi,Tempo,Drinking Coco,Other,Australia,APAC,9.94,0
S00135327,SP22,P17,G1,2023-11-30,15000.75,601,Delivered,24.96,9934.32,5066.43,66.22548872556372,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00135360,SP22,P17,G4,2024-10-02,495.0,19,Delivered,26.05,334.83,160.17,67.64242424242424,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00135363,SP22,P17,G5,2023-06-19,8041.5,298,Delivered,26.98,5529.36,2512.14,68.76030591307591,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0
S00135369,SP22,P17,G1,2025-02-14,3087.0,119,Shipped,25.94,2083.83,1003.17,67.50340136054422,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00135376,SP22,P17,G5,2025-01-22,20173.5,807,Shipped,25.0,13370.49,6803.01,66.27749275039037,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0
S00135380,SP22,P17,G1,2023-05-05,19334.25,717,Delivered,26.97,13289.94,6044.31,68.73780984522287,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00135385,SP22,P17,G2,2024-01-26,4740.75,190,Delivered,24.95,3139.05,1601.7,66.21420661287772,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0
S00135388,SP22,P17,G4,2025-03-26,319.5,12,Placed,26.63,218.34,101.16,68.33802816901408,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00135393,SP22,P17,G6,2025-03-13,4248.0,170,Placed,24.99,2814.9,1433.1,66.26412429378531,Ponnan Delhi,Tempo,Caramel Stuffed Bars,Bars,UK,Europe,8.43,0
S00135402,SP22,P08,G4,2024-01-19,6016.5,377,Delivered,15.96,3102.29,2914.21,51.56303498711876,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00135418,SP22,P08,G5,2023-07-27,5532.75,462,Delivered,11.98,1961.49,3571.26,35.45235190456825,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00135421,SP22,P08,G6,2024-10-28,5013.0,418,Delivered,11.99,1781.86,3231.14,35.54478356273688,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,UK,Europe,7.73,0
S00135424,SP22,P08,G1,2024-12-16,8860.5,554,Delivered,15.99,4578.08,4282.42,51.668416003611526,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,India,APAC,7.73,0
S00135426,SP22,P08,G2,2024-07-24,2625.75,292,Delivered,8.99,368.59,2257.16,14.037513091497667,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,USA,Americas,7.73,0
S00135438,SP22,P08,G1,2023-09-26,3858.75,386,Delivered,10.0,874.97,2983.78,22.67495950761257,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,India,APAC,7.73,0
S00135445,SP22,P08,G4,2023-11-27,5582.25,399,Delivered,13.99,2497.98,3084.27,44.74862286712347,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00135451,SP22,P08,G1,2024-02-27,6696.0,670,Delivered,9.99,1516.9,5179.1,22.653823178016726,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,India,APAC,7.73,0
S00135454,SP22,P08,G2,2023-01-30,2362.5,158,Delivered,14.95,1141.16,1221.34,48.30306878306879,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,USA,Americas,7.73,0
S00135456,SP22,P08,G3,2023-11-22,594.0,50,Delivered,11.88,207.5,386.5,34.93265993265993,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,Canada,Americas,7.73,0
S00135468,SP22,P08,G2,2023-08-24,7436.25,573,Delivered,12.98,3006.96,4429.29,40.43651033787191,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,USA,Americas,7.73,0
S00135475,SP22,P08,G5,2024-10-30,141.75,13,Delivered,10.9,41.26,100.49,29.10758377425044,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00135477,SP22,P08,G6,2023-11-08,1084.5,73,Delivered,14.86,520.21,564.29,47.967727063162755,Ponnan Delhi,Tempo,99% Dark & Pure,Bars,UK,Europe,7.73,0
S00135480,SP22,P13,G1,2025-02-20,8349.75,928,Shipped,9.0,-1403.53,9753.28,-16.80924578580197,Ponnan Delhi,Tempo,85% Dark Bars,Bars,India,APAC,10.51,0
S00135484,SP22,P13,G3,2024-03-06,4455.0,446,Delivered,9.99,-232.46,4687.46,-5.217957351290685,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Canada,Americas,10.51,0
S00135488,SP22,P13,G5,2023-01-11,5627.25,938,Delivered,6.0,-4231.13,9858.38,-75.1900128837354,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00135489,SP22,P13,G5,2024-03-12,2414.25,242,Delivered,9.98,-129.17,2543.42,-5.350315833074453,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00135490,SP22,P13,G5,2024-11-21,1676.25,336,Delivered,4.99,-1855.11,3531.36,-110.67024608501117,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00135496,SP22,P13,G2,2023-09-13,3683.25,369,Delivered,9.98,-194.94,3878.19,-5.292608430054979,Ponnan Delhi,Tempo,85% Dark Bars,Bars,USA,Americas,10.51,0
S00135504,SP22,P13,G5,2024-12-05,3224.25,538,Delivered,5.99,-2430.13,5654.38,-75.37039621617431,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00135507,SP22,P13,G1,2025-03-03,1496.25,300,Placed,4.99,-1656.75,3153.0,-110.72681704260651,Ponnan Delhi,Tempo,85% Dark Bars,Bars,India,APAC,10.51,0
S00135511,SP22,P13,G2,2023-01-26,2754.0,551,Delivered,5.0,-3037.01,5791.01,-110.2763253449528,Ponnan Delhi,Tempo,85% Dark Bars,Bars,USA,Americas,10.51,0
S00135512,SP22,P13,G3,2023-07-04,805.5,81,Delivered,9.94,-45.81,851.31,-5.687150837988827,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Canada,Americas,10.51,0
S00135515,SP22,P13,G4,2023-02-20,4837.5,692,Delivered,6.99,-2435.42,7272.92,-50.344599483204135,Ponnan Delhi,Tempo,85% Dark Bars,Bars,New Zealand,APAC,10.51,0
S00135519,SP22,P13,G6,2023-12-08,1188.0,108,Delivered,11.0,52.92,1135.08,4.454545454545455,Ponnan Delhi,Tempo,85% Dark Bars,Bars,UK,Europe,10.51,0
S00135532,SP22,P13,G5,2023-06-22,1530.0,170,Delivered,9.0,-256.7,1786.7,-16.77777777777778,Ponnan Delhi,Tempo,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00135533,SP22,P13,G6,2023-12-14,1332.0,167,Delivered,7.98,-423.17,1755.17,-31.769519519519523,Ponnan Delhi,Tempo,85% Dark Bars,Bars,UK,Europe,10.51,0
S00135552,SP22,P02,G2,2023-11-13,1613.25,162,Delivered,9.96,401.49,1211.76,24.88702928870293,Ponnan Delhi,Tempo,50% Dark Bites,Bites,USA,Americas,7.48,0
S00135553,SP22,P02,G2,2024-09-11,2994.75,333,Delivered,8.99,503.91,2490.84,16.826446280991735,Ponnan Delhi,Tempo,50% Dark Bites,Bites,USA,Americas,7.48,0
S00135560,SP22,P02,G5,2024-07-03,2070.0,230,Delivered,9.0,349.6,1720.4,16.88888888888889,Ponnan Delhi,Tempo,50% Dark Bites,Bites,Australia,APAC,7.48,0
S00135580,SP22,P20,G2,2023-10-17,8253.0,917,Delivered,9.0,5722.08,2530.92,69.33333333333334,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00135582,SP22,P20,G3,2023-11-03,6401.25,641,Delivered,9.99,4632.09,1769.16,72.36227299355595,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,Canada,Americas,2.76,0
S00135584,SP22,P20,G4,2023-11-22,13036.5,2173,Cancelled,6.0,7039.02,5997.48,53.99470716833507,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,1
S00135593,SP22,P20,G1,2023-10-06,1377.0,230,Delivered,5.99,742.2,634.8,53.89978213507626,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00135607,SP22,P20,G1,2024-02-07,16605.0,2076,Delivered,8.0,10875.24,5729.76,65.49376693766938,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00135608,SP22,P20,G2,2023-08-18,4171.5,464,Delivered,8.99,2890.86,1280.64,69.3002517080187,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00135610,SP22,P20,G3,2024-11-27,2657.25,443,Delivered,6.0,1434.57,1222.68,53.98701665255433,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,Canada,Americas,2.76,0
S00135614,SP22,P20,G5,2024-07-24,13677.75,1053,Delivered,12.99,10771.47,2906.28,78.75176838295772,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,Australia,APAC,2.76,0
S00135618,SP22,P20,G1,2023-05-18,4137.75,319,Delivered,12.97,3257.31,880.44,78.72176907739713,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00135620,SP22,P20,G1,2024-03-29,9641.25,742,Delivered,12.99,7593.33,2047.92,78.75877090626216,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00135622,SP22,P20,G2,2024-12-03,317.25,53,Delivered,5.99,170.97,146.28,53.89125295508275,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00135624,SP22,P20,G3,2024-12-18,2540.25,196,Cancelled,12.96,1999.29,540.96,78.70445822261588,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,Canada,Americas,2.76,1
S00135627,SP22,P20,G4,2024-12-11,6322.5,633,Delivered,9.99,4575.42,1747.08,72.36725978647686,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00135636,SP22,P20,G2,2023-06-19,4457.25,637,Delivered,7.0,2699.13,1758.12,60.55594817432274,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00135639,SP22,P20,G4,2023-12-11,308.25,26,Delivered,11.86,236.49,71.76,76.72019464720195,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00135640,SP22,P20,G4,2025-01-31,8898.75,1113,Shipped,8.0,5826.87,3071.88,65.47964601769911,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00135644,SP22,P20,G5,2024-01-12,11326.5,872,Cancelled,12.99,8919.78,2406.72,78.75142365249637,Ponnan Delhi,Tempo,Smooth Silky Salty,Bars,Australia,APAC,2.76,1
S00135658,SP22,P09,G5,2023-11-01,3251.25,204,Delivered,15.94,2500.53,750.72,76.90980392156862,Ponnan Delhi,Tempo,Orange Choco,Bars,Australia,APAC,3.68,0
S00135659,SP22,P09,G6,2024-06-19,5773.5,385,Delivered,15.0,4356.7,1416.8,75.46029271672296,Ponnan Delhi,Tempo,Orange Choco,Bars,UK,Europe,3.68,0
S00135667,SP22,P09,G4,2023-02-09,10647.0,533,Delivered,19.98,8685.56,1961.44,81.57753357753357,Ponnan Delhi,Tempo,Orange Choco,Bars,New Zealand,APAC,3.68,0
S00135668,SP22,P09,G4,2023-02-03,11412.0,672,Delivered,16.98,8939.04,2472.96,78.33017875920085,Ponnan Delhi,Tempo,Orange Choco,Bars,New Zealand,APAC,3.68,0
S00135672,SP22,P09,G5,2023-07-24,8862.75,682,Delivered,13.0,6352.99,2509.76,71.68192716707567,Ponnan Delhi,Tempo,Orange Choco,Bars,Australia,APAC,3.68,0
S00135683,SP22,P09,G4,2024-08-08,6709.5,480,Delivered,13.98,4943.1,1766.4,73.6731500111782,Ponnan Delhi,Tempo,Orange Choco,Bars,New Zealand,APAC,3.68,0
S00135687,SP22,P09,G6,2024-12-13,1703.25,95,Delivered,17.93,1353.65,349.6,79.4745339791575,Ponnan Delhi,Tempo,Orange Choco,Bars,UK,Europe,3.68,0
S00135693,SP22,P09,G2,2023-03-09,2729.25,210,Delivered,13.0,1956.45,772.8,71.6845287166804,Ponnan Delhi,Tempo,Orange Choco,Bars,USA,Americas,3.68,0
S00135721,SP22,P18,G2,2025-01-13,7938.0,331,Shipped,23.98,5687.2,2250.8,71.64525069286974,Ponnan Delhi,Tempo,Manuka Honey Choco,Other,USA,Americas,6.8,0
S00135727,SP22,P18,G5,2024-03-14,9225.0,420,Delivered,21.96,6369.0,2856.0,69.04065040650407,Ponnan Delhi,Tempo,Manuka Honey Choco,Other,Australia,APAC,6.8,0
S00135731,SP22,P18,G1,2023-11-13,159.75,9,Delivered,17.75,98.55,61.2,61.69014084507042,Ponnan Delhi,Tempo,Manuka Honey Choco,Other,India,APAC,6.8,0
S00135753,SP22,P14,G4,2023-05-16,7157.25,299,Delivered,23.94,5234.68,1922.57,73.13814663453142,Ponnan Delhi,Tempo,White Choc,Other,New Zealand,APAC,6.43,0
S00135754,SP22,P14,G5,2023-08-01,5559.75,265,Delivered,20.98,3855.8,1703.95,69.35203921039616,Ponnan Delhi,Tempo,White Choc,Other,Australia,APAC,6.43,0
S00135761,SP22,P14,G1,2023-12-20,5649.75,257,Delivered,21.98,3997.24,1652.51,70.75074118323819,Ponnan Delhi,Tempo,White Choc,Other,India,APAC,6.43,0
S00135763,SP22,P14,G2,2023-07-05,1827.0,71,Delivered,25.73,1370.47,456.53,75.01204159824849,Ponnan Delhi,Tempo,White Choc,Other,USA,Americas,6.43,0
S00135776,SP22,P14,G2,2023-11-06,8786.25,352,Delivered,24.96,6522.89,2263.36,74.23974960876369,Ponnan Delhi,Tempo,White Choc,Other,USA,Americas,6.43,0
S00135786,SP22,P14,G1,2023-05-09,5260.5,220,Delivered,23.91,3845.9,1414.6,73.10902005512784,Ponnan Delhi,Tempo,White Choc,Other,India,APAC,6.43,0
S00135787,SP22,P14,G1,2023-07-26,4151.25,198,Delivered,20.97,2878.11,1273.14,69.33116531165312,Ponnan Delhi,Tempo,White Choc,Other,India,APAC,6.43,0
S00135792,SP22,P14,G3,2024-08-23,2790.0,108,Delivered,25.83,2095.56,694.44,75.10967741935484,Ponnan Delhi,Tempo,White Choc,Other,Canada,Americas,6.43,0
S00135798,SP22,P14,G5,2023-05-16,4041.0,162,Delivered,24.94,2999.34,1041.66,74.2227171492205,Ponnan Delhi,Tempo,White Choc,Other,Australia,APAC,6.43,0
S00135803,SP22,P01,G1,2025-03-25,10865.25,453,Placed,23.99,8482.47,2382.78,78.06971767791812,Ponnan Delhi,Tempo,Milk Bars,Bars,India,APAC,5.26,0
S00135807,SP22,P01,G4,2023-04-20,2553.75,99,Delivered,25.8,2033.01,520.74,79.60881057268723,Ponnan Delhi,Tempo,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00135808,SP22,P01,G4,2023-07-28,922.5,42,Delivered,21.96,701.58,220.92,76.05203252032521,Ponnan Delhi,Tempo,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00135820,SP22,P01,G3,2024-12-09,1669.5,88,Delivered,18.97,1206.62,462.88,72.2743336328242,Ponnan Delhi,Tempo,Milk Bars,Bars,Canada,Americas,5.26,0
S00135825,SP22,P01,G5,2023-11-23,6745.5,307,Delivered,21.97,5130.68,1614.82,76.0607812615818,Ponnan Delhi,Tempo,Milk Bars,Bars,Australia,APAC,5.26,0
S00135827,SP22,P01,G6,2024-07-15,2475.0,113,Delivered,21.9,1880.62,594.38,75.98464646464646,Ponnan Delhi,Tempo,Milk Bars,Bars,UK,Europe,5.26,0
S00135828,SP22,P01,G1,2024-06-04,4932.0,260,Delivered,18.97,3564.4,1367.6,72.27088402270884,Ponnan Delhi,Tempo,Milk Bars,Bars,India,APAC,5.26,0
S00135834,SP22,P01,G3,2023-05-18,634.5,27,Delivered,23.5,492.48,142.02,77.61702127659575,Ponnan Delhi,Tempo,Milk Bars,Bars,Canada,Americas,5.26,0
S00135838,SP22,P01,G5,2024-01-30,3078.0,147,Delivered,20.94,2304.78,773.22,74.87914230019493,Ponnan Delhi,Tempo,Milk Bars,Bars,Australia,APAC,5.26,0
S00135844,SP22,P01,G1,2024-11-27,1111.5,45,Delivered,24.7,874.8,236.7,78.70445344129554,Ponnan Delhi,Tempo,Milk Bars,Bars,India,APAC,5.26,0
S00135846,SP22,P01,G2,2024-07-23,3262.5,172,Delivered,18.97,2357.78,904.72,72.26911877394636,Ponnan Delhi,Tempo,Milk Bars,Bars,USA,Americas,5.26,0
S00135847,SP22,P01,G2,2023-12-26,4666.5,223,Delivered,20.93,3493.52,1172.98,74.86381656487731,Ponnan Delhi,Tempo,Milk Bars,Bars,USA,Americas,5.26,0
S00135856,SP22,P06,G1,2024-02-05,74.25,7,Delivered,10.61,30.08,44.17,40.51178451178451,Ponnan Delhi,Tempo,Eclairs,Bites,India,APAC,6.31,0
S00135869,SP22,P06,G6,2023-05-24,7449.75,678,Delivered,10.99,3171.57,4278.18,42.57283801469848,Ponnan Delhi,Tempo,Eclairs,Bites,UK,Europe,6.31,0
S00135873,SP22,P06,G1,2023-03-10,7537.5,754,Delivered,10.0,2779.76,4757.74,36.87907131011609,Ponnan Delhi,Tempo,Eclairs,Bites,India,APAC,6.31,0
S00135877,SP22,P06,G4,2023-06-05,7069.5,643,Delivered,10.99,3012.17,4057.33,42.607963788103824,Ponnan Delhi,Tempo,Eclairs,Bites,New Zealand,APAC,6.31,0
S00135894,SP22,P06,G5,2024-06-11,5368.5,767,Delivered,7.0,528.73,4839.77,9.848747322343298,Ponnan Delhi,Tempo,Eclairs,Bites,Australia,APAC,6.31,0
S00135911,SP22,P06,G6,2023-09-12,8887.5,684,Delivered,12.99,4571.46,4316.04,51.436962025316454,Ponnan Delhi,Tempo,Eclairs,Bites,UK,Europe,6.31,0
S00135913,SP22,P19,G1,2023-06-26,2252.25,94,Delivered,23.96,1778.49,473.76,78.96503496503496,Ponnan Delhi,Tempo,70% Dark Bites,Bites,India,APAC,5.04,0
S00135915,SP22,P19,G1,2023-07-07,3253.5,155,Delivered,20.99,2472.3,781.2,75.98893499308438,Ponnan Delhi,Tempo,70% Dark Bites,Bites,India,APAC,5.04,0
S00135923,SP22,P19,G5,2023-07-12,3336.75,159,Delivered,20.99,2535.39,801.36,75.9838165879973,Ponnan Delhi,Tempo,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00135937,SP22,P19,G5,2023-09-15,2292.75,105,Delivered,21.84,1763.55,529.2,76.91854759568204,Ponnan Delhi,Tempo,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00135951,SP22,P19,G5,2025-01-23,1638.0,66,Shipped,24.82,1305.36,332.64,79.69230769230768,Ponnan Delhi,Tempo,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00135952,SP22,P19,G5,2024-12-05,1023.75,52,Delivered,19.69,761.67,262.08,74.4,Ponnan Delhi,Tempo,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00135954,SP22,P19,G1,2024-10-08,7008.75,319,Delivered,21.97,5400.99,1607.76,77.06067415730337,Ponnan Delhi,Tempo,70% Dark Bites,Bites,India,APAC,5.04,0
